日期+Q3A1:CO30,0:00,0:15,0:30,0:45,1:00,1:15,1:30,1:45,2:00,2:15,2:30,2:45,3:00,3:15,3:30,3:45,4:00,4:15,4:30,4:45,5:00,5:15,5:30,5:45,6:00,6:15,6:30,6:45,7:00,7:15,7:30,7:45,8:00,8:15,8:30,8:45,9:00,9:15,9:30,9:45,10:00,10:15,10:30,10:45,11:00,11:15,11:30,11:45,12:00,12:15,12:30,12:45,13:00,13:15,13:30,13:45,14:00,14:15,14:30,14:45,15:00,15:15,15:30,15:45,16:00,16:15,16:30,16:45,17:00,17:15,17:30,17:45,18:00,18:15,18:30,18:45,19:00,19:15,19:30,19:45,20:00,20:15,20:30,20:45,21:00,21:15,21:30,21:45,22:00,22:15,22:30,22:45,23:00,23:15,23:30,23:45,日平均负荷,日最高负荷,日最低负荷,日类型,low,hih,avag
2002/11/22,1569.409058,1536.88501,1514.682007,1479.114014,1483.645996,1462.531982,1428.104004,1471.223022,1383.44104,1379.957031,1399.974976,1421.087036,1424.764038,1431.322998,1429.694946,1427.141968,1430.328003,1435.375,1385.587036,1442.843994,1403.746948,1416.567017,1453.097046,1530.522949,1508.141968,1525.240967,1557.807983,1610.519043,1605.067017,1717.865967,1710.112061,1694.93396,1777.954956,1875.25,1948.22998,1936.05896,2015.509033,1999.11499,2061.358887,2087.304932,2108.529053,2094.855957,2103.792969,2159.13208,2166.657959,2091.88501,2022.03894,1957.005981,1986.942993,1955.704956,1913.432007,1967.61499,1967.750977,2034.812988,2025.688965,2030.709961,1969.564941,1987.619995,1986.860962,2022.904053,1990.223022,2032.293945,1975.609985,2031.41394,2065.114014,2042.107056,2122.416016,2126.516113,2175.634033,2165.258057,2265.322021,2240.423096,2216.748047,2154.099121,2137.312988,2098.235107,2161.425049,2099.541016,2112.0271,2054.145996,2049.343018,2076.053955,2014.805054,2020.005981,2014.718018,1978.688965,1985.401001,1867.333008,1824.446045,1824.258057,1745.406006,1741.119995,1654.240967,1673.062012,1663.453003,1596.859985,1832.500879,2265.322021,1379.957031,5,6,13,9.5
2002/11/23,1557.697021,1551.680054,1552.327026,1495.11499,1508.406982,1458.125977,1450.512939,1451.139038,1472.744995,1431.936035,1443.66394,1441.685059,1409.125977,1453.946045,1444.055054,1410.384033,1419.078003,1415.97998,1373.477051,1386.604004,1471.036987,1464.56604,1463.946045,1477.321045,1483.381958,1573.015991,1560.560059,1543.338989,1515.82605,1605.454956,1650.004028,1612.271973,1713.166992,1749.713013,1803.963013,1772.79895,1830.910034,1839.922974,1888.790039,1883.67395,1910.671997,1988.520996,2052.787109,2036.921021,2053.947021,2046.636963,1977.473022,1919.102051,1851.266968,1852.718994,1856.284058,1863.152954,1867.753052,1888.136963,1877.590942,1951.33606,1940.599976,1922.348999,1859.102051,1921.432983,1903.609009,1922.130981,1910.975952,1914.938965,1932.671021,1973.687988,1970.964966,2060.500977,2092.371094,2084.831055,2110.312012,2092.241943,2111.306885,2045.498047,2076.720947,2065.425049,2026.900024,2051.440918,2024.795044,2016.916016,1993.275024,2025.896973,1993.088013,1961.276978,1955.639038,1909.057007,1862.218994,1871.311035,1777.484009,1797.932983,1724.45105,1746.479004,1691.317993,1601.697998,1573.19397,1615.041992,1772.465963,2111.306885,1373.477051,6,6,12,9
2002/11/24,1557.17395,1517.401001,1538.478027,1530.562012,1431.449951,1443.665039,1441.381958,1448.037964,1439.503052,1369.093994,1435.421021,1407.087036,1370.577026,1402.317017,1428.074951,1351.035034,1398.80603,1391.446045,1405.637939,1365.767944,1413.692993,1370.224976,1431.020996,1439.780029,1479.23999,1474.225952,1486.177002,1496.409058,1522.713989,1506.188965,1580.185059,1609.81604,1625.759033,1672.630981,1767.378052,1783.322998,1804.016968,1815.000977,1832.046021,1865.879028,1889.587036,1973.727051,2024.843018,2015.905029,2057.681885,2012.83606,1923.254028,1895.067017,1867.862061,1879.610962,1846.530029,1893.824951,1896.651001,1885.884033,1915.652954,1880.446045,1913.307983,1855.402954,1853.501953,1829.266968,1854.634033,1871.390991,1832.343994,1867.128052,1885.685059,1894.349976,1958.718994,1995.572021,2024.159058,2081.545898,2141.572021,2150.833984,2089.769043,2089.112061,2077.14209,2059.875,2070.666992,2044.68396,2062.024902,2018.400024,2017.745972,1961.39502,1990.939941,1945.600952,1900.230957,1949.411987,1923.636963,1820.369019,1799.157959,1728.680054,1700.401001,1612.519043,1619.465942,1563.031006,1580.597046,1533.838989,1746.626033,2150.833984,1351.035034,7,5,12,8.5
2002/11/25,1462.932007,1503.972046,1455.738037,1514.402954,1480.916016,1448.631958,1392.337036,1393.581055,1359.531006,1387.240967,1353.123047,1346.944946,1398.197998,1402.938965,1371.207031,1425.140991,1360.360962,1397.02002,1398.839966,1431.948975,1372.656006,1397.667969,1445.105957,1465.209961,1525.744995,1586.394043,1540.026001,1576.630005,1603.319946,1645.416016,1637.876953,1720.886963,1829.608032,1870.452026,1940.293945,1999.795044,2073.340088,2109.498047,2127.457031,2179.542969,2196.916016,2240.75,2240.738037,2246.273926,2219.968994,2230.919922,2130.888916,2062.677002,1968.256958,1956.041016,1991.162964,2000.463013,2007.678955,1984.516968,2043.480957,1999.947998,2042.345947,2057.62793,2043.633057,1989.35498,1993.534058,2017.08606,2101.308105,2015.745972,2077.824951,2030.011963,2145.329102,2099.681885,2174.070068,2231.986084,2264.611084,2210.74292,2215.570068,2232.917969,2139.395996,2175.98291,2186.016113,2102.321045,2149.780029,2131.990967,2126.224121,2101.976074,2074.965088,2076.513916,2001.373047,2012.363037,1939.785034,1925.107056,1898.389038,1838.989014,1790.80603,1661.618042,1718.411987,1610.503052,1647.134033,1606.088989,1846.99715,2264.611084,1346.944946,1,4,13,8.5
2002/11/26,1596.187988,1552.797974,1503.136963,1485.082031,1461.51001,1499.379028,1434.373047,1490.099976,1489.270996,1405.779053,1380.147949,1419.321045,1405.390015,1388.192993,1443.121948,1441.644043,1456.329956,1389.344971,1437.906006,1435.743042,1386.623047,1409.342041,1440.243042,1504.047974,1553.472046,1579.208984,1621.046021,1604.912964,1659.817993,1694.803955,1658.357056,1743.958984,1849.083008,1902.397949,1987.92395,1952.432983,1986.422974,2035.208984,2093.160889,2098.055908,2068.397949,2118.188965,2136.798096,2181.920898,2118.623047,2142.965088,2008.248047,1993.02002,1895.714966,1948.668945,1919.468018,1908.718994,1953.885986,1965.046997,2022.099976,2003.644043,2025.612061,1988.995972,1987.459961,1955.453979,1960.077026,1957.707031,1979.363037,1985.115967,2002.775024,2042.994995,2088.439941,2084.6521,2167.262939,2178.852051,2248.960938,2217.839111,2194.980957,2176.816895,2159.090088,2161.352051,2168.218018,2154.131104,2119.166016,2160.304932,2107.325928,2103.711914,2089.572998,2070.725098,2031.956055,2007.355957,2013.550049,1944.55603,1905.416016,1846.112061,1830.192017,1697.005005,1684.942993,1601.027954,1595.380005,1573.510986,1838.840136,2248.960938,1380.147949,2,4,13,8.5
2002/11/27,1523.535034,1487.522949,1494.139038,1533.010986,1461.915039,1455.113037,1539.86499,1464.207031,1482.313965,1430.957031,1390.718994,1386.793945,1460.036987,1432.640015,1433.256958,1442.279053,1442.974976,1450.595947,1467.647949,1431.828979,1453.360962,1425.328003,1474.027954,1459.880005,1547.607056,1529.245972,1585.512939,1639.032959,1622.668945,1666.422974,1697.822998,1773.848022,1874.619019,1936.411011,1991.737061,2039.889038,2073.666992,2077.22998,2065.168945,2135.633057,2129.174072,2162.092041,2184.998047,2200.447021,2212.019043,2146.580078,2032.772949,2017.642944,1918.458984,1935.812012,1948.078003,1998.66394,1954.812988,2016.269043,2024.535034,2069.981934,1999.5,2044.562988,1986.280029,1991.98999,1985.295044,2011.719971,1971.026001,2015.557983,2006.640015,2086.268066,2044.468018,2111.417969,2099.077881,2213.386963,2270.26001,2240.962891,2180.478027,2150.907959,2192.833008,2222.739014,2124.833008,2107.570068,2118.26709,2139.625977,2123.336914,2088.114014,2127.665039,2087.438965,2001.722046,1989.942993,1998.926025,1942.574951,1869.72998,1846.073975,1805.078003,1752.285034,1680,1661.030029,1641.482056,1613.524048,1851.847885,2270.26001,1386.793945,3,0,13,6.5
2002/11/28,1513.232056,1578.703979,1542.633057,1567.529053,1553.291016,1496.682007,1499.331055,1499.188965,1449.644043,1479.400024,1483.390991,1450.418945,1425.81897,1428.073975,1480.21106,1465.21106,1417.520996,1420.81897,1441.286011,1430.604004,1408.629028,1424.692017,1459.208008,1494.850952,1531.33606,1571.442993,1566.067017,1633.39502,1605.266968,1661.791992,1656.400024,1788.208984,1825.833984,1892.984009,1946.66394,1959.71106,1954.883057,2032.954956,2056.346924,2047.51001,2038.735962,2073.763916,2123.593994,2093.667969,2165.7229,2116.721924,2043.749023,1964.619995,1888.56604,1894.998047,1883.404053,1928.78894,1910.456055,1935.743042,1971.697021,1971.644043,2006.43103,1981.046021,1957.729004,1949.666016,1954.255981,1912.165039,1991.969971,1966.212036,1995.037964,1962.859985,1992.208984,2079.02002,2053.594971,2143.212891,2231.456055,2219.756104,2184.852051,2150.592041,2095.358887,2139.106934,2099.599121,2142.231934,2137.770996,2062.613037,2037.380005,2077.61499,2090.72998,2008.404053,2048.631104,1964.655029,1939.391968,1866.764038,1836.969971,1845.452026,1757.439941,1707.206055,1631.834961,1641.473022,1636.661987,1547.082031,1824.932067,2231.456055,1408.629028,4,4,15,9.5
2002/11/29,1526.675049,1561.645996,1521.276001,1441.245972,1498.531006,1503.541016,1449.677979,1475.050049,1407.442993,1457.714966,1486.734985,1417.052979,1432.003052,1408.635986,1395.75,1438.321045,1377.843994,1434.090942,1449.128052,1430.421997,1468.703003,1440.572021,1522.975952,1513.428955,1546.279053,1607.921997,1611.227051,1674.453003,1635.14502,1659.482056,1718.541016,1766.718994,1826.177979,1869.973999,1889.311035,1904.005005,2004.713013,1976.324951,2043.526001,2034.280029,2080.398926,2085.226074,2075.397949,2059.250977,2107.818115,2033.737061,1961.535034,1914.215942,1878.109009,1814.317993,1858.915039,1910.797974,1857.910034,1931.391968,1932.324951,1950.775024,1924.165039,1964.485962,1968.098999,1898.629028,1919.453979,1920.892944,1946.68103,1900.480957,1950.569946,1984.823975,2010.468994,2038.203003,2074.740967,2075.123047,2171.246094,2171.137939,2164.447021,2101.874023,2109.379883,2137.260986,2107.051025,2062.833984,2081.805908,2007.706055,2050.405029,2010.686035,1987.651978,1951.213013,1995.354004,1913.910034,1942.702026,1873.662964,1845.437012,1814.810059,1750.849976,1719.057983,1664.102051,1617.005005,1561.534058,1576.535034,1804.636909,2171.246094,1377.843994,5,6,16,11
2002/11/30,1540.868042,1555.031982,1487.647949,1554.876953,1450.291016,1472.062988,1441.31604,1456.531982,1395.873047,1416.741943,1407.63501,1418.66394,1412.109985,1472.000977,1429.365967,1406.392944,1407.11499,1396.821045,1453.477051,1479.547974,1477.280029,1484.708984,1431.475952,1463.095947,1492.551025,1519.552979,1514.952026,1563.827026,1568.598022,1567.79895,1579.078003,1613.494019,1653.457031,1752.485962,1785.30896,1773.973022,1851.225952,1826.26001,1895.978027,1946.496948,1963.012939,1936.832031,1997.151001,2025.963989,2045.067993,1964.666016,1901.192017,1913.578003,1852.605957,1878.881958,1867.359985,1901.935059,1888.251953,1840.61499,1900.462036,1914.761963,1910.110962,1837.795044,1875.071045,1896.508057,1892.772949,1852.887939,1895.833008,1906.157959,1879.665039,1934.06604,1942.072021,1984.185059,2067.293945,2070.771973,2133.246094,2147.634033,2086.091064,2047.139038,2080.760986,2057.197021,2083.095947,2040.86499,2056.834961,2042.421997,1962.246948,1938.477051,1984.759033,1970.779053,1936.237061,1976.719971,1873.706055,1882.917969,1827.401978,1783.876953,1693.479004,1697.587036,1685.438965,1610.978027,1579.896973,1578.328979,1763.662675,2147.634033,1395.873047,6,7,17,12
2002/12/1,1451.985962,1472.852051,1401.081055,1457.63501,1432.06897,1427.29895,1417.990967,1387.875,1373.495972,1395.631958,1413.005005,1418.251953,1345.384033,1400.484985,1389.972046,1410.517944,1393.776001,1418.280029,1414.498047,1381.98999,1367.891968,1479.709961,1442.873047,1479.04895,1507.899048,1514.96106,1579.508057,1572.671997,1634.286011,1573.495972,1664.44397,1667.887939,1780.16394,1836.56897,1841.795044,1896.722046,1878.239014,1972.793945,2012.358032,2021.68396,1979.089966,2045.14502,2072.914063,2105.936035,2107.737061,2029.093018,1986.577026,1913.468018,1876.921997,1833.14502,1872.265015,1901.349976,1942.368042,1943.359985,2007.953003,1996.984985,1982.244019,1938.081055,1937.218018,1959.052002,1968.550049,1918.762939,1934.508057,1984.865967,2001.435059,1990.369995,2065.845947,2094.749023,2126.503906,2142.792969,2186.083984,2151.76709,2128.308105,2095.326904,2094.283936,2023.121948,2079.829102,2056.362061,2009.447021,1998.88501,1993.208984,2002.48999,1934.457031,1948.358032,1903.348022,1938.225952,1833.020996,1798.302979,1831.79895,1745.91394,1667.776978,1658.593994,1603.463013,1626.031006,1571.812988,1556.735962,1781.513751,2186.083984,1345.384033,7,9,17,13
2002/12/2,1460.935815,1461.618018,1443.792627,1439.383594,1416.205811,1383.37439,1392.93501,1383.950415,1381.888208,1366.305005,1368.161401,1372.614575,1351.410205,1378.576001,1363.33103,1373.232593,1361.905591,1393.829224,1381.46919,1376.432007,1359.33982,1410.660571,1415.790601,1416.049194,1462.829419,1510.137036,1532.483228,1555.268604,1584.837378,1578.241797,1602.311792,1654.957788,1742.781592,1816.172803,1865.713794,1903.452417,1915.834033,1976.197388,2003.814404,2021.711987,2030.887964,2067.405811,2080.118213,2114.099976,2114.328564,2082.317822,1989.747583,1930.104614,1875.717993,1866.8198,1882.300025,1907.333789,1915.80542,1938.522974,1982.994971,1966.195996,1965.923389,1973.596582,1962.06023,1962.902002,1942.609619,1942.983569,1961.923022,1980.448193,1987.544995,2002.811597,2055.511597,2082.554785,2124.945386,2162.299658,2186.493799,2155.039404,2143.330225,2138.816016,2109.408765,2084.972729,2100.988843,2085.133618,2058.813037,2037.437622,2037.566211,2043.666626,2010.501221,1984.954614,1953.160791,1936.662793,1886.628198,1844.946411,1826.044214,1770.316797,1699.162598,1655.98081,1633.345386,1599.713599,1580.662793,1557.910181,1782.858435,2187.140234,1326.1448,1,11,14,12.5
2002/12/3,1494.952026,1451.244019,1491.988037,1425.833008,1434.171021,1380.129028,1401.68103,1364.314941,1380.942993,1360.206055,1417.519043,1373.906006,1332.041992,1378.380005,1418.113037,1370.105957,1389.291992,1421.487061,1381.313965,1326.180054,1341.607056,1352.06897,1395.509033,1370.925049,1392.687988,1489.921021,1508.342041,1529.817017,1557.671997,1563.032959,1569.484009,1636.457031,1708.281982,1765.411011,1863.078979,1891.697998,1920.942993,1983.468018,2011.61499,2001.343994,2065.889893,2053.833008,2098.894043,2094.10791,2123.525879,2099.530029,1972.718994,1923.959961,1885.113037,1906.30896,1923.363037,1937.28894,1958.118042,1977.213989,2013.397949,1991.535034,1976.741943,1999.006958,2009.144043,1975.365967,1956.668945,1968.03894,1958.661987,1999.305054,1997.015991,2053.240967,2086.178955,2124.360107,2162.181885,2175.172119,2171.939941,2165.428955,2121.096924,2117.37207,2152.511963,2060.681885,2094.416992,2108.189941,2132.155029,2037.546021,2061.468994,2055.508057,1996.307007,2010.764038,1958.725952,1940.765015,1900.343994,1916.251953,1814.447021,1748.578979,1687.807007,1704.972046,1618.944946,1604.027954,1599.840942,1514.307007,1787.57759,2175.172119,1326.180054,2,7,14,10.5
2002/12/4,1538.626953,1513.665039,1497.807983,1533.665039,1432.937988,1448.219971,1403.464966,1462.897949,1401.796021,1429.668945,1437.182007,1419.379028,1393.598022,1482.561035,1386.75,1370.944946,1491.869019,1377.099976,1408.900024,1402.603027,1482.733032,1446.63501,1456.577026,1481.517944,1517.790039,1558.348022,1579.588013,1620.404053,1628.574951,1606.206055,1629.880005,1727.295044,1756.240967,1786.489014,1863.292969,1948.560059,2004.353027,1997.011963,2006.120972,1987.042969,2065.1521,2061.264893,2123.927979,2127.319092,2084.792969,2062.11792,2004.050049,1970.411987,1968.468018,1944.516968,1940.80603,1985.48999,2043.286011,2016.006958,2017.482056,1991.879028,2007.770996,2043.588989,2055.570068,1997.713989,2004.47998,2014.743042,2047.602051,2034.671021,2015.020996,2053.5979,2050.508057,2121.058105,2179.712891,2224.48291,2199.695068,2224.129883,2176.947021,2171.422119,2184.452881,2114.080078,2150.225098,2105.279053,2135.437012,2071.76001,2094.971924,2072.784912,2059.995117,2048.798096,1988.655029,1983.64502,1995.458008,1854.871948,1890.217041,1823.26001,1720.698975,1740.637939,1658.381958,1680.237061,1580.94397,1547.983032,1827.612087,2224.48291,1370.944946,3,8,14,11
2002/12/5,1569.998047,1534.305054,1456.735962,1419.630005,1450.76001,1486.448975,1431.437012,1432.920044,1380.989014,1448.116943,1408.848999,1410.715942,1373.246948,1404.102051,1407.969971,1406.500977,1366.516968,1418.334961,1364.782959,1437.860962,1407.57605,1403.594971,1413.687988,1498.383057,1446.759033,1554.045044,1594.22998,1602.074951,1593.456055,1689.765991,1681.150024,1720.968994,1805.532959,1840.737061,1889.746948,1915.347046,1967.703003,1961.645996,2034.714966,2087.413086,2084.794922,2156.014893,2143.318115,2192.309082,2147.825928,2159.121094,2105.993896,2030.890015,1982.969971,2020.342041,2002.051025,1971.902954,2032.915039,2037.444946,2066.310059,2025.39502,2069.23291,2057.243896,2046.764038,2038.18396,2027.68103,2068.446045,2047.828979,2069.093994,2130.860107,2073.225098,2150.084961,2197.254883,2212.822998,2229.758057,2186.720947,2196.071045,2226.547119,2197.52002,2174.906006,2082.625,2104.500977,2105.462891,2102.580078,2082.958008,2061.393066,2037.733032,2065.866943,2011.078003,1926.511963,1944.338989,1903.390015,1891.994995,1784.557007,1702.439941,1689.251953,1697.628052,1646.845947,1688.800049,1650.285034,1684.88501,1834.83049,2229.758057,1364.782959,4,11,13,12
2002/12/6,1625.31604,1606.755981,1645.936035,1614.350952,1602.724976,1550.555054,1561.791992,1585.64502,1524.978027,1548.053955,1546.85498,1550.131958,1499.067017,1531.185059,1557.286987,1553.900024,1519.737061,1540.634033,1528.994995,1569.713989,1535.357056,1553.155029,1528.64502,1577.031982,1605.765015,1591.072998,1704.416016,1697.55896,1717.222046,1712.037964,1728.709961,1841.965942,1847.213013,1927.331055,2029.842041,2012.751953,2100.125,2115.834961,2081.666992,2157.418945,2141.269043,2222.927979,2206.047119,2276.01001,2303.460938,2257.945068,2203.344971,2114.726074,2105.375,2045.057007,2116.75,2124.851074,2090.168945,2193.310059,2124.624023,2192.0979,2167.340088,2115.511963,2178.211914,2158.464111,2174.585938,2151.146973,2129.14209,2177.737061,2154.495117,2208.071045,2229.986084,2312.063965,2283.325928,2336.051025,2293.150879,2283.841064,2240.933105,2230.052002,2186.25293,2168.009033,2145.335938,2098.228027,2127.378906,2141.975098,2073.547119,2093.375977,2030.165039,2092.416016,2073.344971,2003.92395,2003.17395,1954.331055,1900.355957,1819.490967,1808.579956,1744.073975,1749.574951,1702.72998,1603.119019,1597.771973,1926.957984,2336.051025,1499.067017,5,6,10,8
2002/12/7,1528.162964,1537.16394,1508.948975,1532.81897,1473.927979,1418.883057,1507.732056,1394.290039,1465.48999,1442.108032,1432.667969,1493.45105,1377.807007,1423.517944,1384.730957,1426.833008,1438.017944,1374.390991,1418.755005,1400.771973,1401.797974,1438.662964,1391.987061,1445.255005,1465.100952,1501.142944,1487.958984,1477.027954,1545.074951,1524.39502,1553.004028,1648.295044,1649.290039,1775.401001,1834.234985,1879.328979,1912.475952,1920.421021,1969.484009,2037.459961,2034.675049,2067.956055,2130.907959,2094.386963,2169.407959,2132.574951,2100.773926,2041.81604,1946.472046,1976.014038,1926.803955,1992.53894,1953.737061,2009.141968,2020.828003,2016.162964,1963.150024,2061.647949,2042.800049,2026.604004,1985.088013,2043.015015,2083.681885,2064.457031,2048.177979,2050.939941,2142.199951,2161.281006,2259.907959,2204.356934,2246.638916,2232.542969,2192.531006,2180.522949,2167.99707,2142.275879,2147.930908,2145.124023,2132.335938,2126.593994,2138.452881,2130.98999,2017.463013,2075.239014,2073.697998,2011.652954,1932.753052,1932.779053,1864.619019,1866.536011,1802.328979,1757.906982,1728.072998,1684.25,1654.376953,1563.967041,1828.534936,2259.907959,1374.390991,6,-1,6,2.5
2002/12/8,1574.987061,1555.647949,1563.824951,1468.630005,1508.212036,1492.720947,1493.92395,1455.552002,1481.277954,1453.092041,1423.030029,1423.784058,1433.281006,1415.967041,1342.14502,1429.459961,1433.874023,1443.58606,1394.524048,1433.332031,1479.30896,1456.244995,1418.404053,1440.061035,1455.130005,1499.495972,1469.230957,1524.207031,1552.373047,1594.515015,1620.668945,1645.319946,1701.134033,1751.646973,1758.880981,1809.467041,1830.829956,1863.08606,1889.198975,1934.657959,1942.732056,2004.660034,2024.432983,2113.349121,2117.739014,2123.306885,2063.25,2033.697998,1958.926025,1992.052002,1944.517944,1913.088013,1962.640015,2005.209961,1998.899048,1926.952026,1974.541016,1978.313965,1957.662964,1918.154053,1960.501953,1962.516968,1926.583008,2001.020996,1991.166016,1997.994995,2096.506104,2102.601074,2197.214111,2181.281006,2279.374023,2299.61499,2233.256104,2235.462891,2238.089111,2216.915039,2195.093018,2200.937988,2184.774902,2196.236084,2147.907959,2138.646973,2140.791992,2101.990967,2106.687012,2069.322021,2019.661011,2036.844971,1955.819946,1866.386963,1761.988037,1785.082031,1668.802002,1686.256958,1665.605957,1623.217041,1826.468661,2299.61499,1342.14502,7,-2,6,2
2002/12/9,1580.005981,1523.761963,1562.321045,1511.552002,1545.123047,1452.995972,1493.660034,1498.107056,1423.624023,1420.963989,1400.102051,1421.473999,1420.790039,1462.291992,1415.948975,1464.36499,1441.041992,1401.204956,1461.355957,1419.865967,1477.801025,1487.285034,1488.131958,1490.896973,1554.723999,1558.550049,1657.287964,1686.593018,1713.735962,1669.531006,1782.682983,1827.188965,1900.457031,1989.036011,2133.851074,2167.875977,2224.792969,2265.47998,2298.854004,2346.314941,2376.854004,2415.465088,2430.810059,2438.254883,2477.268066,2419.717041,2341.023926,2272.461914,2194.766113,2218.156006,2202.964111,2196.917969,2238.166992,2273.516113,2286.332031,2195.508057,2296.14502,2266.864014,2243.031006,2214.75708,2268.241943,2260.136963,2249.538086,2271.408936,2313.425049,2293.846924,2314.137939,2326.981934,2351.961914,2350.478027,2422.519043,2422.535889,2380.499023,2327.637939,2360.660889,2331.071045,2336.486084,2303.677002,2372.635986,2345.626953,2318.325928,2274.718994,2270.26709,2267.156982,2190.501953,2260.180908,2152.280029,2124.095947,2072.049072,1964.493042,1935.452026,1900.616943,1831.553955,1781.837036,1718.004028,1722.624023,1994.0445,2477.268066,1400.102051,1,-3,5,1
2002/12/10,1649.640015,1649.767944,1616.259033,1630.333984,1610.139038,1615.647949,1529.040039,1584.687988,1506.92395,1552.448975,1526.506958,1582.682007,1570.5,1585.96106,1523.025024,1519.899048,1507.161987,1470.338989,1476.358032,1528.453979,1479.027954,1544.770996,1547.843018,1564.047974,1557.219971,1658.000977,1681.901001,1731.371948,1711.410034,1752.390015,1801.725952,1874.053955,1928.807983,2068.76709,2157.711914,2200.625977,2250.621094,2215.553955,2283.809082,2311.051025,2323.974121,2319.650879,2348.395996,2367.830078,2371.062012,2381.768066,2268.501953,2236.52002,2176.949951,2184.208984,2125.194092,2202.2229,2212.174072,2203.241943,2234.333008,2244.103027,2232.139893,2232.974121,2218.5,2218.218018,2171.160889,2215.561035,2240.031006,2244.362061,2240.75708,2259.681885,2288.711914,2291.952881,2321.331055,2375.093994,2429.149902,2367.548096,2394.583984,2308.844971,2331.179932,2328.689941,2340.160889,2362.876953,2330.749023,2354.083008,2293.746094,2281.883057,2231.437988,2259.843018,2241.996094,2210.211914,2146.137939,2058.110107,2051.268066,1981.598999,1912.546021,1885.302002,1822.996948,1770.791992,1703.282959,1680.187988,2004.023987,2429.149902,1470.338989,2,-2,6,2
2002/12/11,1667.026001,1663.776978,1570.029053,1618.333008,1577.76001,1536.563965,1560.959961,1557.93396,1552.130005,1525.265991,1469.597046,1516.225952,1503.124023,1483.020996,1456.832031,1513.199951,1502.640991,1439.079956,1503.843018,1447.083984,1525.780029,1543.287964,1493.567993,1581.328003,1541.662964,1643.708984,1694.112061,1695.067993,1735.723999,1764.479004,1766.503052,1827.369019,1915.454956,2087.547119,2118.043945,2193.698975,2237.458008,2266.543945,2227.038086,2279.593994,2313.521973,2329.540039,2369.425049,2363.585938,2356.416016,2340.981934,2289.325928,2214.074951,2172.008057,2179.993896,2156.313965,2201.041992,2203.091064,2181.85791,2196.444092,2210.325928,2235.38208,2205.560059,2234.256104,2184.181885,2197.214111,2221.306885,2241.979004,2255.672119,2222.261963,2271.754883,2323.871094,2364.193115,2336.967041,2356.113037,2428.321045,2388.98291,2305.928955,2344.047119,2284.068115,2340.218018,2292.386963,2319.0271,2294.587891,2325.333008,2291.737061,2285.476074,2277.193115,2226.794922,2215.822998,2184.436035,2147.343018,2022.125977,2014.254028,1964.171997,1933.600952,1804.516968,1822.860962,1718.353027,1725.629028,1697.519043,1991.518702,2428.321045,1439.079956,3,0,8,4
2002/12/12,1602.990967,1544.859009,1585.989014,1538.910034,1539.243042,1508.702026,1523.228027,1467.156982,1422.33606,1497.656982,1457.397949,1459.646973,1426.282959,1510.290039,1438.857056,1491.767944,1497.329956,1504.01001,1463.91394,1476.759033,1451.435059,1514.776001,1518.72998,1516.857056,1549.541016,1618.994995,1655.572998,1727.31897,1731.406982,1765.671997,1795.769043,1831.670044,1959.879028,2057.039063,2139.448975,2193.379883,2177.016113,2252.141113,2219.98291,2293.552002,2310.743896,2284.010986,2306.13501,2379.768066,2332.378906,2353.24292,2246.48291,2133.274902,2125.215088,2069.666992,2111.462891,2090.593018,2153.211914,2195.445068,2191.5979,2188.433105,2196.090088,2182.948975,2189.312988,2163.051025,2133.49292,2183.320068,2173.576904,2164.629883,2162.707031,2174.612061,2218.949951,2242.35498,2306.878906,2348.914063,2398.555908,2333.724121,2331.77002,2336.812012,2329.879883,2330.404053,2304.979004,2270.157959,2328.665039,2289.715088,2244.991943,2277.542969,2208.714111,2213.566895,2195.952881,2169.823975,2071.084961,2074.858887,1976.454956,1953.651001,1850.241943,1798.371948,1809.547974,1715.281006,1685.376953,1703.083008,1962.950241,2398.555908,1422.33606,4,1,10,5.5
2002/12/13,1642.849976,1605.343018,1601.729004,1595.635986,1565.428955,1511.937012,1493.150024,1545.187012,1533.147949,1443.958008,1443.696045,1452.984009,1483.946045,1501.69397,1414.362061,1454.036987,1485.115967,1471.119995,1493.21106,1488.107056,1435.911011,1507.677002,1530.657959,1547.334961,1585.624023,1564.105957,1694.563965,1718.142944,1682.116943,1701.237061,1739.223999,1811.255005,1952.363037,2015.399048,2111.315918,2175.919922,2221.173096,2194.02002,2260.802979,2283.186035,2308.204102,2273.783936,2292.86499,2314.584961,2377.839111,2289.943115,2205.072998,2154.176025,2069.398926,2128.547119,2070.707031,2156.413086,2179.297119,2171.769043,2180.729004,2187.085938,2139.167969,2158.275879,2155.586914,2155.826904,2066.608887,2112.342041,2138.564941,2091.726074,2167.986084,2132.306885,2184.165039,2219.541992,2233.516113,2267.043945,2305.893066,2304.35498,2300.739014,2275.962891,2271.439941,2266.739014,2279.560059,2280.2771,2278.545898,2235.445068,2253.689941,2190.343018,2237.656006,2202.066895,2171.998047,2171.041992,2096.407959,2091.220947,2030.765015,1973.629028,1934.842041,1884.243042,1844.526978,1784.047974,1678.212036,1700.152954,1954.016126,2377.839111,1414.362061,5,-1,10,4.5
